property_type,location,city,purpose,baths,bathroom,AreaType,AreaSize,AreaCategory,price,priceinrange,noofbedrooms,noofbaths
House,Marghzar Officers Colony,Lahore,For Sale,Three,Three,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,3,3
House,Cantt,Lahore,For Sale,Zero,Three,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,3,0
House,Gulbahar Colony,Faisalabad,For Sale,Three,Three,Marla,5.3,5-10 Marla,9000000,Between 80 lakh to 1 crore,3,3
House,Fazaia Housing Scheme,Karachi,For Sale,Four,Three,Marla,11,10-15 Marla,9205000,Between 80 lakh to 1 crore,3,4
House,Johar Town,Lahore,For Sale,Three,Three,Marla,4,0-5 Marla,9500000,Between 80 lakh to 1 crore,3,3
House,Eden,Lahore,For Sale,Zero,Three,Marla,9,5-10 Marla,9500000,Between 80 lakh to 1 crore,3,0
House,Soan Garden,Islamabad,For Sale,Three,Three,Marla,10,5-10 Marla,9500000,Between 80 lakh to 1 crore,3,3
House,Canal Garden,Lahore,For Sale,Five,Three,Marla,5,0-5 Marla,9800000,Between 80 lakh to 1 crore,3,5
House,Gulshan Abad,Rawalpindi,For Sale,Two,Three,Marla,10,5-10 Marla,9990000,Between 80 lakh to 1 crore,3,2
House,Liaquatabad,Karachi,For Sale,One,Three,Marla,3.6,0-5 Marla,10000000,Between 80 lakh to 1 crore,3,1
House,Sant Nagar,Lahore,For Sale,Four,Three,Marla,4,0-5 Marla,10000000,Between 80 lakh to 1 crore,3,4
House,Rehman Villas,Lahore,For Sale,Three,Three,Marla,4,0-5 Marla,10000000,Between 80 lakh to 1 crore,3,3
House,Gadap Town,Karachi,For Sale,Three,Three,Marla,4.8,0-5 Marla,10000000,Between 80 lakh to 1 crore,3,3
House,Divine Gardens,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,10000000,Between 80 lakh to 1 crore,3,4
House,Bahria Town Karachi,Karachi,For Sale,Three,Three,Marla,6,5-10 Marla,10000000,Between 80 lakh to 1 crore,3,3
House,Eden Valley,Faisalabad,For Sale,Four,Three,Marla,5,0-5 Marla,10500000,Between 1 to 5 crore,3,4
House,Gulshan-e-Lahore,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,10500000,Between 1 to 5 crore,3,4
House,Paragon City,Lahore,For Sale,Three,Three,Marla,5,0-5 Marla,10500000,Between 1 to 5 crore,3,3
House,Eden,Lahore,For Sale,Three,Three,Marla,7.5,5-10 Marla,10500000,Between 1 to 5 crore,3,3
House,Kuri Road,Islamabad,For Sale,Four,Three,Marla,8,5-10 Marla,10500000,Between 1 to 5 crore,3,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Three,Three,Marla,8,5-10 Marla,10500000,Between 1 to 5 crore,3,3
House,Eden Villas,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,11000000,Between 1 to 5 crore,3,4
House,Paragon City,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,11000000,Between 1 to 5 crore,3,4
House,Bahria Town,Lahore,For Sale,Three,Three,Marla,5,0-5 Marla,11000000,Between 1 to 5 crore,3,3
House,Harbanspura Road,Lahore,For Sale,Four,Three,Marla,6,5-10 Marla,11000000,Between 1 to 5 crore,3,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Three,Three,Marla,8,5-10 Marla,11000000,Between 1 to 5 crore,3,3
House,Bahria Town,Lahore,For Sale,Three,Three,Marla,5,0-5 Marla,11500000,Between 1 to 5 crore,3,3
House,Bahria Town Karachi,Karachi,For Sale,Three,Three,Marla,8,5-10 Marla,11500000,Between 1 to 5 crore,3,3
House,Bahria Town,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,11800000,Between 1 to 5 crore,3,4
House,Cantt,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,12000000,Between 1 to 5 crore,3,4
House,Paragon City,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,12000000,Between 1 to 5 crore,3,4
House,Gadap Town,Karachi,For Sale,Three,Three,Marla,9.6,5-10 Marla,12000000,Between 1 to 5 crore,3,3
House,Mustafa Town,Lahore,For Sale,Five,Three,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,3,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Four,Three,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,3,4
House,Johar Town,Lahore,For Sale,Three,Three,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,3,3
House,Bahria Town,Lahore,For Sale,Three,Three,Marla,8,5-10 Marla,12500000,Between 1 to 5 crore,3,3
House,Misri Shah,Lahore,For Sale,Four,Three,Marla,4,0-5 Marla,13000000,Between 1 to 5 crore,3,4
House,G-13,Islamabad,For Sale,Four,Three,Marla,5,0-5 Marla,13000000,Between 1 to 5 crore,3,4
House,Bahria Town,Islamabad,For Sale,Four,Three,Marla,5,0-5 Marla,13500000,Between 1 to 5 crore,3,4
House,Cantt,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,13500000,Between 1 to 5 crore,3,4
House,Ghauri Town,Islamabad,For Sale,Five,Three,Marla,11,10-15 Marla,13500000,Between 1 to 5 crore,3,5
House,Bahria Town Karachi,Karachi,For Sale,Three,Three,Marla,6.1,5-10 Marla,13700000,Between 1 to 5 crore,3,3
House,Bahria Town,Islamabad,For Sale,Three,Three,Marla,5,0-5 Marla,14000000,Between 1 to 5 crore,3,3
House,Valencia Housing Society,Lahore,For Sale,Two,Three,Marla,10,5-10 Marla,14500000,Between 1 to 5 crore,3,2
House,Bahria Town Karachi,Karachi,For Sale,Three,Three,Marla,14,10-15 Marla,14500000,Between 1 to 5 crore,3,3
House,Askari 13,Rawalpindi,For Sale,Four,Three,Marla,5,0-5 Marla,15000000,Between 1 to 5 crore,3,4
House,Shadbagh,Lahore,For Sale,Four,Three,Marla,5,0-5 Marla,15000000,Between 1 to 5 crore,3,4
House,Doctors Housing Society,Lahore,For Sale,Four,Three,Marla,10,5-10 Marla,15000000,Between 1 to 5 crore,3,4
House,Fazal Town,Rawalpindi,For Sale,Three,Three,Marla,10,5-10 Marla,15000000,Between 1 to 5 crore,3,3
House,Tricon Village,Lahore,For Sale,Five,Three,Marla,10,5-10 Marla,15500000,Between 1 to 5 crore,3,5
House,G-10,Islamabad,For Sale,Four,Three,Marla,6,5-10 Marla,16900000,Between 1 to 5 crore,3,4
House,Askari 14,Rawalpindi,For Sale,Four,Three,Marla,10,5-10 Marla,17500000,Between 1 to 5 crore,3,4
House,Askari 14,Rawalpindi,For Sale,Three,Three,Marla,10,5-10 Marla,17500000,Between 1 to 5 crore,3,3
House,Askari 13,Rawalpindi,For Sale,Three,Three,Marla,5,0-5 Marla,18000000,Between 1 to 5 crore,3,3
House,Harley Street,Rawalpindi,For Sale,Four,Three,Marla,9,5-10 Marla,18000000,Between 1 to 5 crore,3,4
House,Sabzazar Scheme,Lahore,For Sale,Three,Three,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,3,3
House,DHA Defence,Islamabad,For Sale,Four,Three,Marla,10,5-10 Marla,18500000,Between 1 to 5 crore,3,4
House,DHA Defence,Islamabad,For Sale,Three,Three,Marla,10,5-10 Marla,19000000,Between 1 to 5 crore,3,3
House,Walton Road,Lahore,For Sale,Three,Three,Marla,10,5-10 Marla,19000000,Between 1 to 5 crore,3,3
House,Bahria Town Karachi,Karachi,For Sale,Three,Three,Marla,8,5-10 Marla,20000000,Between 1 to 5 crore,3,3
House,Scheme 33,Karachi,For Sale,Three,Three,Marla,8,5-10 Marla,20000000,Between 1 to 5 crore,3,3
House,New Super Town,Lahore,For Sale,Three,Three,Marla,10,5-10 Marla,20000000,Between 1 to 5 crore,3,3
House,Askari,Lahore,For Sale,Four,Three,Marla,10,5-10 Marla,20500000,Between 1 to 5 crore,3,4
House,DHA Defence,Lahore,For Sale,Four,Three,Marla,10,5-10 Marla,20500000,Between 1 to 5 crore,3,4
House,Askari,Lahore,For Sale,Three,Three,Marla,10,5-10 Marla,20500000,Between 1 to 5 crore,3,3
House,Bahria Town Karachi,Karachi,For Sale,Three,Three,Marla,8,5-10 Marla,21000000,Between 1 to 5 crore,3,3
House,Askari,Lahore,For Sale,Four,Three,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,3,4
House,Askari,Lahore,For Sale,Four,Three,Marla,10,5-10 Marla,21200000,Between 1 to 5 crore,3,4
House,Mustafa Town,Lahore,For Sale,Three,Three,Marla,10,5-10 Marla,21500000,Between 1 to 5 crore,3,3
House,Bahria Town Karachi,Karachi,For Sale,Three,Three,Marla,8,5-10 Marla,22000000,Between 1 to 5 crore,3,3
House,Askari,Lahore,For Sale,Three,Three,Marla,10,5-10 Marla,22200000,Between 1 to 5 crore,3,3
House,Askari 7,Rawalpindi,For Sale,Four,Three,Marla,10,5-10 Marla,22500000,Between 1 to 5 crore,3,4
House,Bani Gala,Islamabad,For Sale,Four,Three,Marla,19,15-20 Marla,22500000,Between 1 to 5 crore,3,4
House,Gulistan-e-Jauhar,Karachi,For Sale,Three,Three,Marla,8,5-10 Marla,23000000,Between 1 to 5 crore,3,3
House,Askari,Lahore,For Sale,Three,Three,Marla,10,5-10 Marla,24000000,Between 1 to 5 crore,3,3
House,Westridge,Rawalpindi,For Sale,Four,Three,Marla,11,10-15 Marla,25000000,Between 1 to 5 crore,3,4
House,Samanabad,Lahore,For Sale,Three,Three,Marla,12,10-15 Marla,25000000,Between 1 to 5 crore,3,3
House,Pir Sohawa,Islamabad,For Sale,Three,Three,Marla,15.9,15-20 Marla,25600000,Between 1 to 5 crore,3,3
House,Satellite Town,Rawalpindi,For Sale,Three,Three,Marla,10,5-10 Marla,26000000,Between 1 to 5 crore,3,3
House,Cantt,Lahore,For Sale,Zero,Three,Kanal,1,1-5 Kanal,26500000,Between 1 to 5 crore,3,0
House,DHA Defence,Lahore,For Sale,Four,Three,Marla,10,5-10 Marla,27000000,Between 1 to 5 crore,3,4
House,North Karachi,Karachi,For Sale,Three,Three,Marla,8.4,5-10 Marla,30000000,Between 1 to 5 crore,3,3
House,North Nazimabad,Karachi,For Sale,Three,Three,Marla,10.8,10-15 Marla,31000000,Between 1 to 5 crore,3,3
House,Cantt,Lahore,For Sale,Four,Three,Marla,14,10-15 Marla,37000000,Between 1 to 5 crore,3,4
House,North Nazimabad,Karachi,For Sale,Three,Three,Marla,16,15-20 Marla,38500000,Between 1 to 5 crore,3,3
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Four,Three,Marla,16,15-20 Marla,40000000,Between 1 to 5 crore,3,4
House,Cantt,Lahore,For Sale,Four,Three,Marla,15,10-15 Marla,45000000,Between 1 to 5 crore,3,4
House,Gulistan-e-Jauhar,Karachi,For Sale,Three,Three,Marla,12.6,10-15 Marla,47500000,Between 1 to 5 crore,3,3
House,PWD Housing Scheme,Islamabad,For Sale,Zero,Three,Marla,14,10-15 Marla,52000000,Between 5 to 10 crore,3,0
House,Gulberg,Lahore,For Sale,Five,Three,Kanal,2,1-5 Kanal,160000000,Above 10 crore,3,5
House,Burma Town,Islamabad,For Sale,Three,Four,Marla,3,0-5 Marla,2300000,Between 20 lakh to 30 lakh,4,3
House,Gadap Town,Karachi,For Sale,Three,Four,Marla,2.8,0-5 Marla,3200000,Between 30 lakh to 50 lakh,4,3
House,Baldia Town,Karachi,For Sale,Four,Four,Marla,2.2,0-5 Marla,3900000,Between 30 lakh to 50 lakh,4,4
House,Nishat Colony,Lahore,For Sale,Two,Four,Marla,4,0-5 Marla,4300000,Between 30 lakh to 50 lakh,4,2
House,Garden Town,Islamabad,For Sale,Four,Four,Marla,4.7,0-5 Marla,4500000,Between 30 lakh to 50 lakh,4,4
House,Mehmood Booti,Lahore,For Sale,Two,Four,Marla,5,0-5 Marla,4600000,Between 30 lakh to 50 lakh,4,2
House,Airport Road,Lahore,For Sale,Two,Four,Marla,2.5,0-5 Marla,4700000,Between 30 lakh to 50 lakh,4,2
House,Nawaban Wala,Faisalabad,For Sale,Four,Four,Marla,4,0-5 Marla,5500000,Between 50 lakh to 80 lakh,4,4
House,Adiala Road,Rawalpindi,For Sale,Four,Four,Marla,5,0-5 Marla,5800000,Between 50 lakh to 80 lakh,4,4
House,Raza Abad,Faisalabad,For Sale,Two,Four,Marla,2.5,0-5 Marla,6000000,Between 50 lakh to 80 lakh,4,2
House,New Karachi,Karachi,For Sale,Four,Four,Marla,3.2,0-5 Marla,6000000,Between 50 lakh to 80 lakh,4,4
House,Thokar Niaz Baig,Lahore,For Sale,Five,Four,Marla,3,0-5 Marla,6100000,Between 50 lakh to 80 lakh,4,5
House,Sabzazar Scheme,Lahore,For Sale,Two,Four,Marla,3,0-5 Marla,6200000,Between 50 lakh to 80 lakh,4,2
House,Tulsa Road,Rawalpindi,For Sale,Four,Four,Marla,3,0-5 Marla,6500000,Between 50 lakh to 80 lakh,4,4
House,Sargodha Road,Faisalabad,For Sale,Four,Four,Marla,3.5,0-5 Marla,6500000,Between 50 lakh to 80 lakh,4,4
House,Lahore Medical Housing Society,Lahore,For Sale,Five,Four,Marla,4,0-5 Marla,6700000,Between 50 lakh to 80 lakh,4,5
House,Koral Town,Islamabad,For Sale,Four,Four,Marla,4,0-5 Marla,6800000,Between 50 lakh to 80 lakh,4,4
House,Usman Town,Faisalabad,For Sale,Two,Four,Marla,3,0-5 Marla,7000000,Between 50 lakh to 80 lakh,4,2
House,Green Cap Housing Society,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,7000000,Between 50 lakh to 80 lakh,4,4
House,Bin Qasim Town,Karachi,For Sale,Three,Four,Marla,5.6,5-10 Marla,7000000,Between 50 lakh to 80 lakh,4,3
House,Shahdara,Lahore,For Sale,Three,Four,Marla,7,5-10 Marla,7200000,Between 50 lakh to 80 lakh,4,3
House,Sadiqabad,Rawalpindi,For Sale,Two,Four,Marla,5,0-5 Marla,7400000,Between 50 lakh to 80 lakh,4,2
House,GT Road,Lahore,For Sale,Five,Four,Marla,3.5,0-5 Marla,7500000,Between 50 lakh to 80 lakh,4,5
House,Ghalib City,Faisalabad,For Sale,Four,Four,Marla,5,0-5 Marla,7500000,Between 50 lakh to 80 lakh,4,4
House,Nemat Colony No 1,Faisalabad,For Sale,Four,Four,Marla,5,0-5 Marla,7500000,Between 50 lakh to 80 lakh,4,4
House,Ghalib City,Faisalabad,For Sale,Four,Four,Marla,5,0-5 Marla,8000000,Between 50 lakh to 80 lakh,4,4
House,Punjab Small Industries Colony,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,8000000,Between 50 lakh to 80 lakh,4,4
House,Canal View,Lahore,For Sale,Three,Four,Marla,6,5-10 Marla,8000000,Between 50 lakh to 80 lakh,4,3
House,Gadap Town,Karachi,For Sale,Three,Four,Marla,9.6,5-10 Marla,8000000,Between 50 lakh to 80 lakh,4,3
House,I-14,Islamabad,For Sale,Three,Four,Marla,3,0-5 Marla,8500000,Between 80 lakh to 1 crore,4,3
House,Malir,Karachi,For Sale,Five,Four,Marla,4,0-5 Marla,8500000,Between 80 lakh to 1 crore,4,5
House,Muslim Town,Faisalabad,For Sale,Five,Four,Marla,5,0-5 Marla,8500000,Between 80 lakh to 1 crore,4,5
House,Mansoorah,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,8500000,Between 80 lakh to 1 crore,4,4
House,Abdullahpur,Faisalabad,For Sale,Three,Four,Marla,5,0-5 Marla,8500000,Between 80 lakh to 1 crore,4,3
House,Ghous-e-Azam Road,Rawalpindi,For Sale,Four,Four,Marla,7,5-10 Marla,8500000,Between 80 lakh to 1 crore,4,4
House,Bani Gala,Islamabad,For Sale,Six,Four,Marla,7,5-10 Marla,8500000,Between 80 lakh to 1 crore,4,6
House,Chakri Road,Rawalpindi,For Sale,Six,Four,Marla,7,5-10 Marla,8500000,Between 80 lakh to 1 crore,4,6
House,Airport Housing Society,Rawalpindi,For Sale,Five,Four,Marla,5,0-5 Marla,8600000,Between 80 lakh to 1 crore,4,5
House,Muslim Town,Faisalabad,For Sale,Five,Four,Marla,5,0-5 Marla,8900000,Between 80 lakh to 1 crore,4,5
House,Township,Lahore,For Sale,Five,Four,Marla,3,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,5
House,Khayaban-e-Sir Syed,Rawalpindi,For Sale,Two,Four,Marla,3,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,2
House,Chatha Bakhtawar,Islamabad,For Sale,Four,Four,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,4
House,Walton Road,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,4
House,Yousaf Town,Faisalabad,For Sale,Seven,Four,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,7
House,204 Chak Road,Faisalabad,For Sale,Six,Four,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,6
House,FECHS,Islamabad,For Sale,Three,Four,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,3
House,Model Town,Lahore,For Sale,Three,Four,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,4,3
House,F-17,Islamabad,For Sale,Five,Four,Marla,7,5-10 Marla,9000000,Between 80 lakh to 1 crore,4,5
House,Park View Villas,Lahore,For Sale,Three,Four,Marla,5,0-5 Marla,9150000,Between 80 lakh to 1 crore,4,3
House,Eden,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,9200000,Between 80 lakh to 1 crore,4,4
House,Bilal Gunj,Lahore,For Sale,Three,Four,Marla,3,0-5 Marla,9500000,Between 80 lakh to 1 crore,4,3
House,Islampura,Lahore,For Sale,Four,Four,Marla,3.5,0-5 Marla,9500000,Between 80 lakh to 1 crore,4,4
House,College Road,Lahore,For Sale,Four,Four,Marla,4,0-5 Marla,9500000,Between 80 lakh to 1 crore,4,4
House,Airport Housing Society,Rawalpindi,For Sale,Four,Four,Marla,5,0-5 Marla,9500000,Between 80 lakh to 1 crore,4,4
House,Muslim Town,Rawalpindi,For Sale,Three,Four,Marla,5,0-5 Marla,9500000,Between 80 lakh to 1 crore,4,3
House,Park View Villas,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,9500000,Between 80 lakh to 1 crore,4,4
House,Kashmir Highway,Islamabad,For Sale,Six,Four,Marla,5.5,5-10 Marla,9700000,Between 80 lakh to 1 crore,4,6
House,Jubilee Town,Lahore,For Sale,Five,Four,Marla,5,0-5 Marla,10000000,Between 80 lakh to 1 crore,4,5
House,Canal Garden,Lahore,For Sale,Five,Four,Marla,5,0-5 Marla,10500000,Between 1 to 5 crore,4,5
House,Eden Valley,Faisalabad,For Sale,Five,Four,Marla,5,0-5 Marla,10500000,Between 1 to 5 crore,4,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Four,Four,Marla,7,5-10 Marla,10500000,Between 1 to 5 crore,4,4
House,Eden,Lahore,For Sale,Zero,Four,Marla,10,5-10 Marla,10500000,Between 1 to 5 crore,4,0
House,DHA 11 Rahbar,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,10900000,Between 1 to 5 crore,4,4
House,Johar Town,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,11000000,Between 1 to 5 crore,4,4
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Four,Four,Marla,6.5,5-10 Marla,11000000,Between 1 to 5 crore,4,4
House,Lalazar,Rawalpindi,For Sale,Seven,Four,Marla,7,5-10 Marla,11000000,Between 1 to 5 crore,4,7
House,Dhoke Banaras Road,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,11000000,Between 1 to 5 crore,4,5
House,AWT Army Welfare Trust,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,11000000,Between 1 to 5 crore,4,4
House,Scheme 33,Karachi,For Sale,Seven,Four,Marla,4.8,0-5 Marla,11500000,Between 1 to 5 crore,4,7
House,Pak Arab Housing Society,Lahore,For Sale,Two,Four,Marla,5,0-5 Marla,11500000,Between 1 to 5 crore,4,2
House,B-17,Islamabad,For Sale,Six,Four,Marla,8,5-10 Marla,11500000,Between 1 to 5 crore,4,6
House,Cantt,Lahore,For Sale,Five,Four,Marla,4,0-5 Marla,12000000,Between 1 to 5 crore,4,5
House,Fateh Garh,Lahore,For Sale,Four,Four,Marla,5.2,5-10 Marla,12000000,Between 1 to 5 crore,4,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Four,Marla,7,5-10 Marla,12000000,Between 1 to 5 crore,4,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Four,Four,Marla,7,5-10 Marla,12000000,Between 1 to 5 crore,4,4
House,Bhara kahu,Islamabad,For Sale,Four,Four,Marla,8,5-10 Marla,12000000,Between 1 to 5 crore,4,4
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,12000000,Between 1 to 5 crore,4,5
House,Bahria Town,Lahore,For Sale,Five,Four,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,4,5
House,Korang Town,Islamabad,For Sale,Five,Four,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,4,5
House,Pak Arab Housing Society,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,4,4
House,Eden Gardens,Faisalabad,For Sale,Five,Four,Marla,7,5-10 Marla,12500000,Between 1 to 5 crore,4,5
House,Faisal Town,Lahore,For Sale,Four,Four,Marla,7,5-10 Marla,12500000,Between 1 to 5 crore,4,4
House,Badami Bagh,Lahore,For Sale,Three,Four,Marla,7,5-10 Marla,12500000,Between 1 to 5 crore,4,3
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,12500000,Between 1 to 5 crore,4,5
House,Wapda City,Faisalabad,For Sale,Five,Four,Marla,10,5-10 Marla,12500000,Between 1 to 5 crore,4,5
House,Bani Gala,Islamabad,For Sale,Four,Four,Marla,10,5-10 Marla,12500000,Between 1 to 5 crore,4,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Four,Four,Marla,7,5-10 Marla,12800000,Between 1 to 5 crore,4,4
House,Adiala Road,Rawalpindi,For Sale,Four,Four,Kanal,1,1-5 Kanal,13000000,Between 1 to 5 crore,4,4
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Four,Four,Marla,4.8,0-5 Marla,13000000,Between 1 to 5 crore,4,4
House,Pakistan Town,Islamabad,For Sale,Five,Four,Marla,6,5-10 Marla,13000000,Between 1 to 5 crore,4,5
House,Ghulam Mohammad Abad,Faisalabad,For Sale,Three,Four,Marla,7,5-10 Marla,13000000,Between 1 to 5 crore,4,3
House,Raiwind Road,Lahore,For Sale,Zero,Four,Marla,7,5-10 Marla,13000000,Between 1 to 5 crore,4,0
House,Gadap Town,Karachi,For Sale,Four,Four,Marla,9.6,5-10 Marla,13000000,Between 1 to 5 crore,4,4
House,Pakistan Town,Islamabad,For Sale,Four,Four,Marla,12,10-15 Marla,13000000,Between 1 to 5 crore,4,4
House,Eden,Lahore,For Sale,Four,Four,Marla,7.5,5-10 Marla,13500000,Between 1 to 5 crore,4,4
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Five,Four,Marla,11,10-15 Marla,13500000,Between 1 to 5 crore,4,5
House,PWD Housing Scheme,Islamabad,For Sale,Four,Four,Marla,6.7,5-10 Marla,14000000,Between 1 to 5 crore,4,4
House,Ali View Park,Lahore,For Sale,Four,Four,Marla,8,5-10 Marla,14000000,Between 1 to 5 crore,4,4
House,Satiana Road,Faisalabad,For Sale,Five,Four,Marla,10,5-10 Marla,14000000,Between 1 to 5 crore,4,5
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Five,Four,Marla,11,10-15 Marla,14000000,Between 1 to 5 crore,4,5
House,G-11,Islamabad,For Sale,Three,Four,Marla,4.4,0-5 Marla,14500000,Between 1 to 5 crore,4,3
House,I-10,Islamabad,For Sale,Two,Four,Marla,5,0-5 Marla,14500000,Between 1 to 5 crore,4,2
House,Iqbal Park,Lahore,For Sale,Four,Four,Marla,6,5-10 Marla,14500000,Between 1 to 5 crore,4,4
House,Ghauri Town,Islamabad,For Sale,Five,Four,Marla,7,5-10 Marla,14500000,Between 1 to 5 crore,4,5
House,Satiana Road,Faisalabad,For Sale,Six,Four,Marla,10,5-10 Marla,14500000,Between 1 to 5 crore,4,6
House,Bahria Town Karachi,Karachi,For Sale,Four,Four,Marla,14,10-15 Marla,14500000,Between 1 to 5 crore,4,4
House,Gulraiz Housing Scheme,Rawalpindi,For Sale,Four,Four,Kanal,1.5,1-5 Kanal,15000000,Between 1 to 5 crore,4,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Four,Marla,8,5-10 Marla,15000000,Between 1 to 5 crore,4,5
House,Gulistan-e-Jauhar,Karachi,For Sale,Four,Four,Marla,4.8,0-5 Marla,16500000,Between 1 to 5 crore,4,4
House,Gulberg,Lahore,For Sale,Four,Four,Marla,5,0-5 Marla,16500000,Between 1 to 5 crore,4,4
House,Eden,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,16500000,Between 1 to 5 crore,4,4
House,Cavalry Ground,Lahore,For Sale,Zero,Four,Marla,10,5-10 Marla,16500000,Between 1 to 5 crore,4,0
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Five,Four,Marla,4.8,0-5 Marla,17000000,Between 1 to 5 crore,4,5
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Four,Four,Marla,6,5-10 Marla,17500000,Between 1 to 5 crore,4,4
House,Askari 11,Rawalpindi,For Sale,Six,Four,Marla,10,5-10 Marla,17500000,Between 1 to 5 crore,4,6
House,Bahria Town Karachi,Karachi,For Sale,Four,Four,Marla,14,10-15 Marla,17500000,Between 1 to 5 crore,4,4
House,Johar Town,Lahore,For Sale,Four,Four,Marla,7.5,5-10 Marla,18000000,Between 1 to 5 crore,4,4
House,Lalazar,Lahore,For Sale,Five,Four,Marla,9,5-10 Marla,18000000,Between 1 to 5 crore,4,5
House,Gadap Town,Karachi,For Sale,Five,Four,Marla,9.3,5-10 Marla,18000000,Between 1 to 5 crore,4,5
House,Askari 14,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,4,5
House,Askari 14,Rawalpindi,For Sale,Four,Four,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,4,4
House,Faisal Town,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,4,4
House,Sabzazar Scheme,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,4,4
House,Media Town,Rawalpindi,For Sale,Five,Four,Marla,13,10-15 Marla,18000000,Between 1 to 5 crore,4,5
House,State Life Housing Society,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,18800000,Between 1 to 5 crore,4,5
House,Shahra-e-Faisal,Karachi,For Sale,Four,Four,Marla,9.6,5-10 Marla,19000000,Between 1 to 5 crore,4,4
House,Salli Town,Lahore,For Sale,Four,Four,Marla,14,10-15 Marla,19000000,Between 1 to 5 crore,4,4
House,Satellite Town,Rawalpindi,For Sale,Four,Four,Marla,5,0-5 Marla,19500000,Between 1 to 5 crore,4,4
House,Cantt,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,19500000,Between 1 to 5 crore,4,5
House,State Life Housing Society,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,20500000,Between 1 to 5 crore,4,5
House,Scheme 33,Karachi,For Sale,Four,Four,Marla,4.8,0-5 Marla,21000000,Between 1 to 5 crore,4,4
House,G-10,Islamabad,For Sale,Five,Four,Marla,5,0-5 Marla,21000000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,4,5
