property_type,location,city,purpose,baths,bathroom,AreaType,AreaSize,AreaCategory,price,priceinrange,noofbedrooms,noofbaths
House,Askari,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,4,4
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,7,5-10 Marla,21500000,Between 1 to 5 crore,4,5
House,Bahria Town Karachi,Karachi,For Sale,Four,Four,Marla,8,5-10 Marla,21500000,Between 1 to 5 crore,4,4
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,21500000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,21800000,Between 1 to 5 crore,4,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,22000000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,22000000,Between 1 to 5 crore,4,5
House,Bedian Road,Lahore,For Sale,Four,Four,Kanal,1,1-5 Kanal,22500000,Between 1 to 5 crore,4,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Four,Four,Marla,16,15-20 Marla,22500000,Between 1 to 5 crore,4,4
House,Askari 13,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,23000000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,23000000,Between 1 to 5 crore,4,5
House,G-13,Islamabad,For Sale,Four,Four,Marla,10.9,10-15 Marla,23000000,Between 1 to 5 crore,4,4
House,G-11,Islamabad,For Sale,Four,Four,Marla,8,5-10 Marla,23500000,Between 1 to 5 crore,4,4
House,Askari,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,23500000,Between 1 to 5 crore,4,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,23500000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,23500000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Six,Four,Marla,10,5-10 Marla,23500000,Between 1 to 5 crore,4,6
House,DHA Defence,Lahore,For Sale,Six,Four,Marla,10,5-10 Marla,23600000,Between 1 to 5 crore,4,6
House,Askari 13,Rawalpindi,For Sale,Zero,Four,Marla,10,5-10 Marla,23800000,Between 1 to 5 crore,4,0
House,Askari 13,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,24500000,Between 1 to 5 crore,4,5
House,Askari 13,Rawalpindi,For Sale,Five,Four,Marla,10,5-10 Marla,25000000,Between 1 to 5 crore,4,5
House,Lasani Town,Faisalabad,For Sale,Five,Four,Marla,10,5-10 Marla,25000000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,25000000,Between 1 to 5 crore,4,4
House,Eden,Lahore,For Sale,Four,Four,Marla,10,5-10 Marla,25000000,Between 1 to 5 crore,4,4
House,IEP Engineers Town,Lahore,For Sale,Five,Four,Marla,18,15-20 Marla,25000000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,26000000,Between 1 to 5 crore,4,5
House,DHA Defence,Islamabad,For Sale,Zero,Four,Marla,10,5-10 Marla,26000000,Between 1 to 5 crore,4,0
House,Scheme 33,Karachi,For Sale,Three,Four,Marla,16,15-20 Marla,26000000,Between 1 to 5 crore,4,3
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,14,10-15 Marla,26500000,Between 1 to 5 crore,4,5
House,Askari 13,Rawalpindi,For Sale,Four,Four,Marla,10,5-10 Marla,27000000,Between 1 to 5 crore,4,4
House,Bedian Road,Lahore,For Sale,Zero,Four,Kanal,1,1-5 Kanal,27500000,Between 1 to 5 crore,4,0
House,Askari,Lahore,For Sale,Five,Four,Marla,12,10-15 Marla,27500000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Four,Four,Marla,12,10-15 Marla,28000000,Between 1 to 5 crore,4,4
House,DHA Defence,Lahore,For Sale,Six,Four,Marla,10,5-10 Marla,28500000,Between 1 to 5 crore,4,6
House,Khayaban-e-Sir Syed,Rawalpindi,For Sale,Four,Four,Marla,7,5-10 Marla,29500000,Between 1 to 5 crore,4,4
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,29900000,Between 1 to 5 crore,4,5
House,National Police Foundation O-9,Islamabad,For Sale,Seven,Four,Kanal,1,1-5 Kanal,30000000,Between 1 to 5 crore,4,7
House,Askari 12,Rawalpindi,For Sale,Six,Four,Marla,10,5-10 Marla,30000000,Between 1 to 5 crore,4,6
House,DHA Defence,Karachi,For Sale,Four,Four,Marla,4,0-5 Marla,32000000,Between 1 to 5 crore,4,4
House,Askari,Lahore,For Sale,Four,Four,Kanal,1,1-5 Kanal,32500000,Between 1 to 5 crore,4,4
House,DHA Defence,Karachi,For Sale,Five,Four,Marla,4,0-5 Marla,32500000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Six,Four,Marla,10,5-10 Marla,32500000,Between 1 to 5 crore,4,6
House,Satellite Town,Rawalpindi,For Sale,Two,Four,Marla,11.5,10-15 Marla,32500000,Between 1 to 5 crore,4,2
House,Gulberg,Lahore,For Sale,Four,Four,Marla,14,10-15 Marla,32500000,Between 1 to 5 crore,4,4
House,Askari,Lahore,For Sale,Four,Four,Kanal,1,1-5 Kanal,32700000,Between 1 to 5 crore,4,4
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,32900000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,33000000,Between 1 to 5 crore,4,5
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,33500000,Between 1 to 5 crore,4,5
House,Gulberg,Lahore,For Sale,Four,Four,Marla,14,10-15 Marla,33500000,Between 1 to 5 crore,4,4
House,Gulberg,Lahore,For Sale,Five,Four,Marla,14,10-15 Marla,34500000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,35000000,Between 1 to 5 crore,4,5
House,Askari 14,Rawalpindi,For Sale,Five,Four,Marla,16,15-20 Marla,35000000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Five,Four,Marla,17,15-20 Marla,35000000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Five,Four,Marla,17,15-20 Marla,35500000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Five,Four,Marla,17,15-20 Marla,36000000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Five,Four,Marla,17,15-20 Marla,37000000,Between 1 to 5 crore,4,5
House,Askari,Lahore,For Sale,Zero,Four,Marla,17,15-20 Marla,37000000,Between 1 to 5 crore,4,0
House,Gulberg,Lahore,For Sale,Four,Four,Marla,14,10-15 Marla,37500000,Between 1 to 5 crore,4,4
House,Askari,Lahore,For Sale,Zero,Four,Marla,17,15-20 Marla,38000000,Between 1 to 5 crore,4,0
House,DHA Defence,Lahore,For Sale,Five,Four,Marla,10,5-10 Marla,39000000,Between 1 to 5 crore,4,5
House,Gulberg,Lahore,For Sale,Five,Four,Marla,14,10-15 Marla,39000000,Between 1 to 5 crore,4,5
House,New Karachi,Karachi,For Sale,Five,Four,Marla,4.8,0-5 Marla,40000000,Between 1 to 5 crore,4,5
House,Gulberg,Lahore,For Sale,Four,Four,Marla,14,10-15 Marla,40000000,Between 1 to 5 crore,4,4
House,Bani Gala,Islamabad,For Sale,Four,Four,Kanal,2,1-5 Kanal,43500000,Between 1 to 5 crore,4,4
House,DHA Defence,Karachi,For Sale,Five,Four,Marla,4,0-5 Marla,43500000,Between 1 to 5 crore,4,5
House,Gulistan-e-Jauhar,Karachi,For Sale,Four,Four,Marla,10.6,10-15 Marla,45000000,Between 1 to 5 crore,4,4
House,Cavalry Ground,Lahore,For Sale,Four,Four,Marla,15.2,15-20 Marla,45000000,Between 1 to 5 crore,4,4
House,Malir,Karachi,For Sale,Five,Four,Marla,14,10-15 Marla,49500000,Between 1 to 5 crore,4,5
House,Gulberg,Lahore,For Sale,Four,Four,Kanal,1,1-5 Kanal,50000000,Between 1 to 5 crore,4,4
House,F-8,Islamabad,For Sale,Five,Four,Marla,9.3,5-10 Marla,50000000,Between 1 to 5 crore,4,5
House,CBR Town,Islamabad,For Sale,Three,Four,Marla,14.2,10-15 Marla,50000000,Between 1 to 5 crore,4,3
House,DHA Defence,Karachi,For Sale,Four,Four,Marla,12,10-15 Marla,54000000,Between 5 to 10 crore,4,4
House,I-8,Islamabad,For Sale,Zero,Four,Marla,12.4,10-15 Marla,54500000,Between 5 to 10 crore,4,0
House,Malir,Karachi,For Sale,Four,Four,Marla,14,10-15 Marla,55000000,Between 5 to 10 crore,4,4
House,Malir,Karachi,For Sale,Five,Four,Marla,14,10-15 Marla,58000000,Between 5 to 10 crore,4,5
House,Malir,Karachi,For Sale,Five,Four,Marla,14,10-15 Marla,59500000,Between 5 to 10 crore,4,5
House,Cantt,Karachi,For Sale,Five,Four,Kanal,1,1-5 Kanal,60000000,Between 5 to 10 crore,4,5
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Four,Four,Marla,9.7,5-10 Marla,60000000,Between 5 to 10 crore,4,4
House,Cantt,Lahore,For Sale,Five,Four,Kanal,1,1-5 Kanal,65000000,Between 5 to 10 crore,4,5
House,Canal View,Lahore,For Sale,Five,Four,Kanal,2,1-5 Kanal,65000000,Between 5 to 10 crore,4,5
House,Shaheed Millat Road,Karachi,For Sale,Four,Four,Marla,8.8,5-10 Marla,70000000,Between 5 to 10 crore,4,4
House,Bath Island,Karachi,For Sale,Four,Four,Marla,10,5-10 Marla,70000000,Between 5 to 10 crore,4,4
House,Clifton,Karachi,For Sale,Four,Four,Marla,12,10-15 Marla,75000000,Between 5 to 10 crore,4,4
House,Upper Mall,Lahore,For Sale,Five,Four,Kanal,1.2,1-5 Kanal,87500000,Between 5 to 10 crore,4,5
House,DHA Defence,Karachi,For Sale,Five,Four,Kanal,1.1,1-5 Kanal,92500000,Between 5 to 10 crore,4,5
House,F-7,Islamabad,For Sale,Five,Four,Kanal,1.3,1-5 Kanal,105000000,Above 10 crore,4,5
House,DHA Defence,Karachi,For Sale,Three,Four,Marla,11.2,10-15 Marla,120000000,Above 10 crore,4,3
House,Clifton,Karachi,For Sale,Four,Four,Marla,18,15-20 Marla,130000000,Above 10 crore,4,4
House,Model Town,Lahore,For Sale,Three,Four,Kanal,3,1-5 Kanal,160000000,Above 10 crore,4,3
House,F-7,Islamabad,For Sale,Four,Four,Kanal,2.1,1-5 Kanal,170000000,Above 10 crore,4,4
House,F-7,Islamabad,For Sale,Four,Four,Kanal,2.2,1-5 Kanal,170000000,Above 10 crore,4,4
House,E-7,Islamabad,For Sale,Four,Four,Kanal,2.5,1-5 Kanal,230000000,Above 10 crore,4,4
House,Gulshan-e-Iqbal Town,Karachi,For Sale,Six,Four,Kanal,3,1-5 Kanal,250000000,Above 10 crore,4,6
House,Tarlai,Islamabad,For Sale,Three,Five,Marla,4,0-5 Marla,4200000,Between 30 lakh to 50 lakh,5,3
House,Shahzad Colony,Faisalabad,For Sale,Five,Five,Marla,3,0-5 Marla,4650000,Between 30 lakh to 50 lakh,5,5
House,Lehtarar Road,Islamabad,For Sale,Five,Five,Marla,5,0-5 Marla,4700000,Between 30 lakh to 50 lakh,5,5
House,Gulshan-e-Rafique,Faisalabad,For Sale,Five,Five,Marla,3,0-5 Marla,5000000,Between 30 lakh to 50 lakh,5,5
House,Nishtar Colony,Lahore,For Sale,Three,Five,Marla,3,0-5 Marla,5500000,Between 50 lakh to 80 lakh,5,3
House,Chakra,Rawalpindi,For Sale,Four,Five,Marla,9.7,5-10 Marla,5800000,Between 50 lakh to 80 lakh,5,4
House,Super Highway,Karachi,For Sale,Three,Five,Marla,6.4,5-10 Marla,6000000,Between 50 lakh to 80 lakh,5,3
House,Mughalpura,Lahore,For Sale,Three,Five,Marla,4,0-5 Marla,6500000,Between 50 lakh to 80 lakh,5,3
House,Babu Sabu,Lahore,For Sale,Four,Five,Marla,5,0-5 Marla,6500000,Between 50 lakh to 80 lakh,5,4
House,North Karachi,Karachi,For Sale,Five,Five,Marla,3.2,0-5 Marla,7500000,Between 50 lakh to 80 lakh,5,5
House,Afshan Colony,Rawalpindi,For Sale,Four,Five,Marla,5,0-5 Marla,7500000,Between 50 lakh to 80 lakh,5,4
House,North Karachi,Karachi,For Sale,Four,Five,Marla,3.4,0-5 Marla,8000000,Between 50 lakh to 80 lakh,5,4
House,Bani Gala,Islamabad,For Sale,Five,Five,Marla,5,0-5 Marla,8500000,Between 80 lakh to 1 crore,5,5
House,Swami Nagar,Lahore,For Sale,Four,Five,Marla,5,0-5 Marla,8500000,Between 80 lakh to 1 crore,5,4
House,Township,Lahore,For Sale,Four,Five,Marla,5,0-5 Marla,8500000,Between 80 lakh to 1 crore,5,4
House,Qadri Colony,Lahore,For Sale,Three,Five,Marla,5,0-5 Marla,8700000,Between 80 lakh to 1 crore,5,3
House,Kot Lakhpat,Lahore,For Sale,Three,Five,Marla,4,0-5 Marla,9000000,Between 80 lakh to 1 crore,5,3
House,UBL Housing Society,Lahore,For Sale,Six,Five,Marla,5,0-5 Marla,9000000,Between 80 lakh to 1 crore,5,6
House,Khayaban-e-Sir Syed,Rawalpindi,For Sale,Three,Five,Marla,3,0-5 Marla,9500000,Between 80 lakh to 1 crore,5,3
House,Airport Housing Society,Rawalpindi,For Sale,Seven,Five,Marla,6.7,5-10 Marla,9700000,Between 80 lakh to 1 crore,5,7
House,Wapda Town,Lahore,For Sale,Five,Five,Marla,5,0-5 Marla,9800000,Between 80 lakh to 1 crore,5,5
House,Sabzazar Scheme,Lahore,For Sale,Three,Five,Marla,5,0-5 Marla,9800000,Between 80 lakh to 1 crore,5,3
House,Al Faisal Town,Lahore,For Sale,Five,Five,Marla,6,5-10 Marla,9900000,Between 80 lakh to 1 crore,5,5
House,North Karachi,Karachi,For Sale,Zero,Five,Marla,3.3,0-5 Marla,11000000,Between 1 to 5 crore,5,0
House,Baghbanpura,Lahore,For Sale,Three,Five,Marla,4,0-5 Marla,11700000,Between 1 to 5 crore,5,3
House,North Karachi,Karachi,For Sale,Four,Five,Marla,4.8,0-5 Marla,12000000,Between 1 to 5 crore,5,4
House,Township,Lahore,For Sale,Three,Five,Marla,5,0-5 Marla,12000000,Between 1 to 5 crore,5,3
House,Al-Raheem Garden,Lahore,For Sale,Five,Five,Marla,6,5-10 Marla,12000000,Between 1 to 5 crore,5,5
House,Adiala Road,Rawalpindi,For Sale,Five,Five,Marla,10,5-10 Marla,12000000,Between 1 to 5 crore,5,5
House,Al-Hafiz Town,Lahore,For Sale,Six,Five,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,5,6
House,Johar Town,Lahore,For Sale,Six,Five,Marla,5,0-5 Marla,12500000,Between 1 to 5 crore,5,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Five,Marla,7,5-10 Marla,12500000,Between 1 to 5 crore,5,5
House,Garrison Homes,Lahore,For Sale,Zero,Five,Marla,8,5-10 Marla,12500000,Between 1 to 5 crore,5,0
House,Scheme 33,Karachi,For Sale,Six,Five,Marla,9.6,5-10 Marla,12800000,Between 1 to 5 crore,5,6
House,Narwala Road,Faisalabad,For Sale,Three,Five,Marla,6,5-10 Marla,13000000,Between 1 to 5 crore,5,3
House,Al-Noor Colony,Rawalpindi,For Sale,Five,Five,Marla,7,5-10 Marla,13000000,Between 1 to 5 crore,5,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Five,Marla,7,5-10 Marla,13000000,Between 1 to 5 crore,5,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Five,Marla,8,5-10 Marla,13000000,Between 1 to 5 crore,5,5
House,Central Park Housing Scheme,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,13000000,Between 1 to 5 crore,5,5
House,Peshawar Road,Rawalpindi,For Sale,Four,Five,Marla,12,10-15 Marla,13000000,Between 1 to 5 crore,5,4
House,Rehmanpura (Ferozpur Road),Lahore,For Sale,Four,Five,Marla,4,0-5 Marla,13500000,Between 1 to 5 crore,5,4
House,Humak,Rawalpindi,For Sale,Four,Five,Marla,7,5-10 Marla,13500000,Between 1 to 5 crore,5,4
House,Pakki Thatti,Lahore,For Sale,Two,Five,Marla,8,5-10 Marla,13500000,Between 1 to 5 crore,5,2
House,T & T Aabpara Housing Society,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,13500000,Between 1 to 5 crore,5,5
House,Al Faisal Town,Lahore,For Sale,Six,Five,Marla,13,10-15 Marla,13700000,Between 1 to 5 crore,5,6
House,Military Accounts Housing Society,Lahore,For Sale,Six,Five,Marla,8,5-10 Marla,13800000,Between 1 to 5 crore,5,6
House,G-13,Islamabad,For Sale,Five,Five,Marla,4,0-5 Marla,14000000,Between 1 to 5 crore,5,5
House,D-17,Islamabad,For Sale,Five,Five,Marla,7,5-10 Marla,14000000,Between 1 to 5 crore,5,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Five,Marla,7,5-10 Marla,14000000,Between 1 to 5 crore,5,6
House,FECHS,Islamabad,For Sale,Six,Five,Marla,7,5-10 Marla,14000000,Between 1 to 5 crore,5,6
House,H-13,Islamabad,For Sale,Six,Five,Marla,7.5,5-10 Marla,14000000,Between 1 to 5 crore,5,6
House,Model Colony,Lahore,For Sale,Four,Five,Marla,6,5-10 Marla,14500000,Between 1 to 5 crore,5,4
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Four,Five,Marla,7,5-10 Marla,14500000,Between 1 to 5 crore,5,4
House,Bahria Town Karachi,Karachi,For Sale,Five,Five,Marla,14,10-15 Marla,14500000,Between 1 to 5 crore,5,5
House,Johar Town,Lahore,For Sale,Five,Five,Marla,5,0-5 Marla,15000000,Between 1 to 5 crore,5,5
House,Ghauri Town,Islamabad,For Sale,Six,Five,Marla,6,5-10 Marla,15000000,Between 1 to 5 crore,5,6
House,Samanabad,Lahore,For Sale,Six,Five,Marla,6,5-10 Marla,15000000,Between 1 to 5 crore,5,6
House,Rail Town (Canal City),Lahore,For Sale,Seven,Five,Marla,7.3,5-10 Marla,15000000,Between 1 to 5 crore,5,7
House,Samanabad,Lahore,For Sale,Four,Five,Marla,10,5-10 Marla,15000000,Between 1 to 5 crore,5,4
House,Allama Iqbal Town,Lahore,For Sale,Five,Five,Marla,8.2,5-10 Marla,15500000,Between 1 to 5 crore,5,5
House,PWD Housing Scheme,Islamabad,For Sale,Five,Five,Marla,10,5-10 Marla,15500000,Between 1 to 5 crore,5,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Five,Marla,10,5-10 Marla,15500000,Between 1 to 5 crore,5,6
House,Gadap Town,Karachi,For Sale,Six,Five,Marla,9.6,5-10 Marla,15800000,Between 1 to 5 crore,5,6
House,North Karachi,Karachi,For Sale,Five,Five,Marla,4.8,0-5 Marla,16000000,Between 1 to 5 crore,5,5
House,Gulistan-e-Jauhar,Karachi,For Sale,Five,Five,Marla,7,5-10 Marla,16000000,Between 1 to 5 crore,5,5
House,Shalimar Housing Scheme,Lahore,For Sale,Five,Five,Marla,7,5-10 Marla,16000000,Between 1 to 5 crore,5,5
House,I-9,Islamabad,For Sale,Four,Five,Marla,6,5-10 Marla,16500000,Between 1 to 5 crore,5,4
House,G-15,Islamabad,For Sale,Six,Five,Marla,8,5-10 Marla,16500000,Between 1 to 5 crore,5,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Five,Marla,10,5-10 Marla,16500000,Between 1 to 5 crore,5,5
House,Nawab Town,Lahore,For Sale,Four,Five,Marla,10,5-10 Marla,16500000,Between 1 to 5 crore,5,4
House,Bahria Town,Lahore,For Sale,Six,Five,Marla,8,5-10 Marla,16900000,Between 1 to 5 crore,5,6
House,G-15,Islamabad,For Sale,Five,Five,Marla,7,5-10 Marla,17000000,Between 1 to 5 crore,5,5
House,Sultan Pura,Lahore,For Sale,Four,Five,Marla,7,5-10 Marla,17000000,Between 1 to 5 crore,5,4
House,Mateen Avenue,Lahore,For Sale,Six,Five,Marla,9.7,5-10 Marla,17000000,Between 1 to 5 crore,5,6
House,Paragon City,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,17000000,Between 1 to 5 crore,5,5
House,Allama Iqbal Town,Lahore,For Sale,Five,Five,Marla,6.5,5-10 Marla,17500000,Between 1 to 5 crore,5,5
House,Bahria Town,Lahore,For Sale,Seven,Five,Marla,10,5-10 Marla,17500000,Between 1 to 5 crore,5,7
House,Samanabad,Lahore,For Sale,Six,Five,Marla,11,10-15 Marla,17500000,Between 1 to 5 crore,5,6
House,Harbanspura Road,Lahore,For Sale,Eight,Five,Marla,7.5,5-10 Marla,18000000,Between 1 to 5 crore,5,8
House,Bahria Town,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,5,5
House,Bahria Town,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,5,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Five,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,5,6
House,Nasheman-e-Iqbal,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,18000000,Between 1 to 5 crore,5,6
House,G-11,Islamabad,For Sale,Five,Five,Marla,5.6,5-10 Marla,19000000,Between 1 to 5 crore,5,5
House,Mustafa Town,Lahore,For Sale,Four,Five,Marla,10,5-10 Marla,19000000,Between 1 to 5 crore,5,4
House,Allama Iqbal Town,Lahore,For Sale,Seven,Five,Marla,10,5-10 Marla,19000000,Between 1 to 5 crore,5,7
House,Architects Engineers Housing Society,Lahore,For Sale,Seven,Five,Marla,10,5-10 Marla,19200000,Between 1 to 5 crore,5,7
House,Township,Lahore,For Sale,Four,Five,Marla,10,5-10 Marla,19500000,Between 1 to 5 crore,5,4
House,Bahria Town,Lahore,For Sale,Seven,Five,Marla,10,5-10 Marla,19500000,Between 1 to 5 crore,5,7
House,Bahria Town,Lahore,For Sale,Seven,Five,Marla,10,5-10 Marla,19800000,Between 1 to 5 crore,5,7
House,Shah Faisal Town,Karachi,For Sale,Three,Five,Marla,3.2,0-5 Marla,20000000,Between 1 to 5 crore,5,3
House,Saddar,Rawalpindi,For Sale,Two,Five,Marla,5,0-5 Marla,20000000,Between 1 to 5 crore,5,2
House,Shadbagh,Lahore,For Sale,Five,Five,Marla,6,5-10 Marla,20000000,Between 1 to 5 crore,5,5
House,Bahria Town,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,20000000,Between 1 to 5 crore,5,5
House,Shalimar Link Road,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,20000000,Between 1 to 5 crore,5,5
House,Township,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,20000000,Between 1 to 5 crore,5,5
House,Bahria Town,Lahore,For Sale,Seven,Five,Marla,10,5-10 Marla,20000000,Between 1 to 5 crore,5,7
House,Bahria Town,Lahore,For Sale,Seven,Five,Marla,10,5-10 Marla,20500000,Between 1 to 5 crore,5,7
House,Askari 14,Rawalpindi,For Sale,Six,Five,Marla,10,5-10 Marla,20500000,Between 1 to 5 crore,5,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Seven,Five,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,5,7
House,Askari 14,Rawalpindi,For Sale,Six,Five,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,5,6
House,Bahria Town,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,21000000,Between 1 to 5 crore,5,6
House,Bahria Town,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,21500000,Between 1 to 5 crore,5,5
House,PCSIR Housing Scheme,Lahore,For Sale,Four,Five,Marla,10,5-10 Marla,21500000,Between 1 to 5 crore,5,4
House,DHA Defence,Islamabad,For Sale,Five,Five,Marla,10,5-10 Marla,22000000,Between 1 to 5 crore,5,5
House,Askari,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,22000000,Between 1 to 5 crore,5,6
House,Bahria Town,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,22000000,Between 1 to 5 crore,5,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Five,Marla,10,5-10 Marla,22000000,Between 1 to 5 crore,5,6
House,Askari,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,22500000,Between 1 to 5 crore,5,5
House,Bahria Town,Islamabad,For Sale,Six,Five,Marla,10,5-10 Marla,22500000,Between 1 to 5 crore,5,6
House,PIA Main Boulevard,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,22500000,Between 1 to 5 crore,5,6
House,Wapda Town,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,22500000,Between 1 to 5 crore,5,6
House,Media Town,Rawalpindi,For Sale,Five,Five,Marla,12,10-15 Marla,22500000,Between 1 to 5 crore,5,5
House,Bahria Town,Lahore,For Sale,Seven,Five,Marla,12,10-15 Marla,22500000,Between 1 to 5 crore,5,7
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Five,Marla,10,5-10 Marla,23000000,Between 1 to 5 crore,5,5
House,Askari,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,23000000,Between 1 to 5 crore,5,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Five,Marla,12,10-15 Marla,23000000,Between 1 to 5 crore,5,6
House,Askari,Lahore,For Sale,Six,Five,Marla,10,5-10 Marla,23500000,Between 1 to 5 crore,5,6
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Five,Five,Marla,11,10-15 Marla,23500000,Between 1 to 5 crore,5,5
House,Bahria Town Rawalpindi,Rawalpindi,For Sale,Six,Five,Marla,11,10-15 Marla,23500000,Between 1 to 5 crore,5,6
House,Tariq Gardens,Lahore,For Sale,Five,Five,Marla,10,5-10 Marla,24500000,Between 1 to 5 crore,5,5
House,Millat Town,Faisalabad,For Sale,Six,Five,Kanal,1.2,1-5 Kanal,25000000,Between 1 to 5 crore,5,6
House,Askari 10,Rawalpindi,For Sale,Four,Five,Marla,10,5-10 Marla,25000000,Between 1 to 5 crore,5,4
